"featid","Key","Official.Name","Display.Name","System.Name","Asset.Number","Facilities.Code","Architect","Style","Location","Affiliation","Category","Primary.Use","UBC.Code","Planning","Condition","Operations","Ownership","Financing","Address","City","County","State","Zip.Code","Country","Address.Code","City.Code","County.Code","Floors","Height","Footprint","Perimeter","Basic.Gross","C.U.Gross","Circulation","Custodial","Mechanical","Parking","Toilet","Non.Assigned","Assignable","Space.Count","Net.Usable","Structural","Outside.Gross","Related.Gross","Maintained.Gross","Janitorized","Constructed","Occupied","Renovated","Vacated","Demolished","Construction","Capitalized","Replacement","Last.Reviewed","Prim..Usage..Percent.of.Net.Useable.","Primary.Usage..Type.","Prmary.Usage..SF.","Top.Org.with.Most.Space","Source...Campus.Steam.Loop","Sec..Usage..Percent.","Source...Campus.CHW.Loop","Secondary.Usage..Type.","Secondary.Usage..SF.","Dept..with.Most.Space","CAAN","CHW.Metered","Steam.Metered","Floor.Plans.PDF","Floor.Plans.DWG"
363,NA,"Asmundson Annex","Asmundson Annex","ASMDSN ANNEX","3999","D030",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","261 California Avenue","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,17,4643,0,4071,1796,1671,0,0,0,0,1671,3605,13,5276,-1205,5867,4969,4969,5276,1963,"1963-02-01T08:00:00Z",NA,NA,NA,0,242813,3568963,"2012-08-14T07:00:00Z",78,"Laboratory",3371,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","Yes",17,"No","Circulation",750,"PLANT SCIENCES","3999","No","No","3999","3999"
364,NA,"Animal Husbandry Feed Shed","Animal Husbandry Feed Shed","AH FEED SHED","4081","M004",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1700 Brooks Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,18,6000,0,0,6000,0,0,0,0,0,0,5400,1,5400,-5400,6000,3000,3000,5400,1966,"1966-07-01T07:00:00Z",NA,NA,NA,0,24926,1098197,NA,100,"Special",5400,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"ANIMAL SCIENCE","4081","No","No","4081","4081"
365,NA,"Orchard 7400","Orchard 7400","ORCHARD 7400","3882","F004",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","7400 Orchard Park Circle","Davis","Yolo","CA",NA,"USA","1212 ORCHARD PARK CIR",1475,57,1,24,4700,0,5700,5920,90,0,0,0,0,90,5610,10,5700,0,11620,8660,8660,5700,1964,"1964-08-01T07:00:00Z",NA,NA,NA,0,99583,2845793,NA,98,"Residential - Apartment",5610,"VC STUDENT AFFAIRS","No",2,"No","Circulation",90,"STUDENT HOUSING","3882","No","No","3882","3882"
366,NA,"Social Sciences & Humanities Building","Social Sciences & Humanities","SOCSCI&HUMAN","4656","B071",1,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","250 East Quad","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,6,64,77789,0,145959,24857,31816,914,3980,0,4898,41608,84747,474,126355,19604,170816,158388,158388,126355,1994,"1994-11-01T08:00:00Z",NA,NA,NA,0,30201164,87586366,"2013-12-12T08:00:00Z",46,"Office",62448,"COLLEGE OF LETTERS AND SCIENCE","Yes",31,"Yes","Circulation",42415,"AGRICULTURAL & RESOURCE ECONOMICS","4656","No","No","4656","4656"
367,NA,"Temporary Building 022","Temporary Building 022","TB  22","3408","L026",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","4 - Incombustible Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","2355 Garrod Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,4000,0,4000,1900,0,0,0,0,0,0,3890,1,3890,110,5900,4950,4950,3890,1948,"1948-06-01T07:00:00Z",NA,NA,NA,0,26215,1812025,NA,100,"Special",3890,"COLLEGE OF ENGINEERING","No",NA,"No",NA,NA,"ENGR: BAE","3408","No","No","3408","3408"
368,NA,"Agriculture Service Shed 1","Agriculture Service Shed 1","AG SERV SH 1","3794","L014",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","2235 Garrod Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,18,5924,0,6000,0,0,0,0,0,0,0,2962,1,2962,3038,6000,6000,6000,2962,1962,"1962-01-01T08:00:00Z",NA,NA,NA,0,34922,2196394,NA,100,"Special",2962,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",NA,"No",NA,NA,"O&M:AGRICULTURAL SERVICES","3794","No","No","3794","3794"
369,NA,"Solano 2700","Solano 2700","SOLANO 2700","3871","A051",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","2700 Solano Park Circle","Davis","Yolo","CA",NA,"USA","420 SOLANO PARK CIR",1475,57,2,35,5000,0,5808,880,840,0,4,0,0,844,5680,10,6524,-716,6688,6248,6248,6524,1962,"1962-09-01T07:00:00Z",NA,NA,NA,0,112241,2053177,NA,87,"Residential - Apartment",5680,"VC STUDENT AFFAIRS","No",13,"No","Circulation",840,"STUDENT HOUSING","3871","No","No","3871","3871"
370,NA,"West Village Viridian 1","West Village Viridian 1","VIRIDIAN 1","4966","K030",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","201 Sage Street","Davis","Yolo","CA",95616,"USA","WEST VILLAGE",1475,57,4,0,0,0,23912,0,0,0,0,0,0,0,0,0,0,23912,23912,23912,23912,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4966",NA,NA,"4966","4966"
371,NA,"Pomology Field House A","Pomology Field House A","PFH A","3424","Q002",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","255 Hopkins Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,22,4320,0,4000,920,920,0,0,0,0,920,3724,2,4644,-644,4920,4460,4460,4644,1950,"1950-06-01T07:00:00Z",NA,NA,NA,0,32659,1632653,NA,80,"Special",3724,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",20,"No","Circulation",920,"PLANT SCIENCES","3424","No","No","3424","3424"
372,NA,"Primate Virology & Immunology Laboratory","Primate Virology & Immunology Laboratory","PRIM VIR IMM","4888","S054",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","SEUN - State-Eligible Unfunded OMP","188 North Colony Road","Davis","Yolo","CA",NA,"USA","COUNTY ROAD 98",1475,57,2,0,0,0,5790,0,911,64,551,0,111,1637,3419,22,5056,734,5790,5790,5790,5056,2010,"2010-10-01T07:00:00Z",NA,NA,NA,9000000,8639344,4232046,"2010-11-08T08:00:00Z",68,"Laboratory",3419,"VICE CHANCELLOR- RESEARCH","No",18,"No","Circulation",911,"CALIF NATIONAL PRIMATE RESEARCH CTR","4888","No","No","4888","4888"
373,NA,"D. Gould and Virginia Bowley Plant Science Teaching Facility","Bowley Plant Science Teaching Facility","BWLY PLNT SC","4729","G083",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","Core Campus","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,26,5650,0,5650,0,285,53,415,0,235,988,4207,10,5195,455,5650,5650,5650,5195,2001,"2001-06-01T07:00:00Z",NA,NA,NA,0,976423,3807259,NA,60,"Laboratory",3109,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",21,"No","Office",1098,"PLANT SCIENCES","4729","No","No","4729","4729"
374,NA,"Temporary Building 201 - Surge IV","Temporary Building 201","TB 201","4392","E111",NA,NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","CLS - Classroom","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","STND - Standard OMP Funding Eligibility (based on program)","476 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,11,9141,0,6391,2750,3038,0,0,0,0,3038,5326,19,8364,-1973,9141,7766,7766,8364,1972,"1972-04-01T08:00:00Z",NA,NA,NA,0,346612,4508885,NA,36,"Circulation",3038,"SCHOOL OF VETERINARY MEDICINE","Yes",29,"No","Office",2462,"SCHOOL OF VETERINARY MEDICINE","4392","No","No","4392","4392"
375,NA,"Temporary Building 207","Temporary Building 207","TB 207","4612","E153",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","STND - Standard OMP Funding Eligibility (based on program)","375 Meyer Hall Bikeway","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,15,5760,0,5760,0,1320,19,27,0,208,1574,3724,26,5298,462,5760,5760,5760,5298,1990,"1990-10-01T07:00:00Z",NA,NA,NA,0,858631,3717322,NA,40,"Laboratory",2143,"COLLEGE OF ENGINEERING","No",30,"No","Office",1581,"ENGR: MAE","4612","No","No","4612","4612"
376,NA,"Temporary Building 206","Temporary Building 206","TB 206","4611","E155",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","STND - Standard OMP Funding Eligibility (based on program)","370 Bioletti Way","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,5731,0,5731,0,1143,30,0,0,377,1550,3663,28,5213,518,5731,5731,5731,5213,1990,"1990-12-01T08:00:00Z",NA,NA,NA,0,220009,3536142,NA,38,"Office",1980,"SCHOOL OF EDUCATION","No",32,"No","Laboratory",1683,"CRESS","4611","No","No","4611","4611"
377,NA,"Toomey Weight Room","Toomey Weight Room","TOOMEY WT RM","4626","B068",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","REC - Athletics & Recreation","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","181 Stadium Way","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,5300,0,5300,0,0,368,0,0,0,368,4928,7,5296,4,5300,5300,5300,5296,1991,"1991-06-01T07:00:00Z",1,NA,NA,0,273202,2173364,NA,84,"Athletics / Recreation",4460,"VC STUDENT AFFAIRS","No",7,"No","Custodial",368,"INTERCOLLEGIATE ATHLETICS","4626","No","No","4626","4626"
378,NA,"West Village Solstice 220 Celadon","West Village Solstice 220 Celadon","WV SOL 220 C","5004","K036",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","220 Celadon Street","Davis","Yolo","CA",95616,"USA","WEST VILLAGE",1475,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5004",NA,NA,"5004","5004"
379,NA,"West Village Solstice 225 Celadon","West Village Solstice 225 Celadon","WV SOL 225 C","5005","K037",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","225 Celadon Street","Davis","Yolo","CA",95616,"USA","WEST VILLAGE",1475,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5005",NA,NA,"5005","5005"
380,NA,"FPS Facility","FPS Facility (Main Lab & Office)","FPS FAC","4658","Q074",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","455 Hopkins Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,5529,0,5551,0,627,81,60,0,245,1013,4041,15,5054,497,5551,5551,5551,5054,1994,"1995-08-01T07:00:00Z",NA,NA,NA,0,3503793,3890683,"2014-02-05T08:00:00Z",55,"Laboratory",2774,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",23,"No","Office",1134,"FOUNDATION PLANT SERVICES","4658","No","No","4658","4658"
381,NA,"Art Studio","Art Studio","ART STUDIO","4595","C107",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","CLS - Classroom","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","221 Cushing Way","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,2,39,5548,0,7423,0,924,0,10,0,170,1104,5681,13,6785,638,7423,7423,7423,6785,1989,"1989-08-01T07:00:00Z",NA,NA,NA,0,566471,5425644,NA,74,"Laboratory",5034,"COLLEGE OF LETTERS AND SCIENCE","No",14,"No","Circulation",924,"ART STUDIO","4595","No","No","4595","4595"
382,NA,"Dairy Barn 2","Dairy Barn 2","DAIRY BARN 2","4079","G027",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","245 Dairy Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,16,9620,0,9620,0,0,0,0,0,0,0,3850,1,3850,5770,9620,9620,9620,3850,1966,"1966-07-01T07:00:00Z",NA,NA,NA,0,154539,3521552,NA,100,"Special",3850,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"ANIMAL SCIENCE","4079","No","No","4079","4079"
383,NA,"Fred S. Wyatt Pavilion Theatre","Wyatt Pavilion","WYATT","3370","C066",NA,1,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","150 Arboretum Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,35,6168,0,4683,1052,0,0,0,0,107,107,4294,13,4401,282,5735,5209,5209,4401,1907,"1907-06-01T07:00:00Z",1,NA,NA,0,333521,3807380,"2011-04-14T07:00:00Z",98,"Laboratory",4294,"COLLEGE OF LETTERS AND SCIENCE","No",2,"No","Toilet",107,"THEATRE AND DANCE DEPARTMENT","3370","No","No","3370","3370"
384,NA,"Recreation Pool Lodge","Recreation Pool Lodge","REC LODGE","4250","F124",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","REC - Athletics & Recreation","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1025 Extension Center Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,2,35,6870,0,4762,2108,2670,18,152,0,148,2988,3078,9,6066,-1304,6870,5816,5816,6066,1968,"1968-06-01T07:00:00Z",NA,NA,NA,0,276320,3141676,NA,51,"Special",3439,"VC STUDENT AFFAIRS","No",40,"No","Circulation",2670,"CAMPUS RECREATION","4250","No","No","4250","4250"
385,NA,"Temporary Building 24 (Bike Barn)","Temporary Building 024","TB  24","3371","E001",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","400 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,29,4850,0,5648,0,0,0,0,0,48,48,5211,15,5259,389,5648,5648,5648,5259,1916,"1916-06-01T07:00:00Z",NA,NA,NA,0,21811,2677962,"2012-03-01T08:00:00Z",50,"Shop",2626,"VC STUDENT AFFAIRS","No",15,"No","Office",786,"CAMPUS RECREATION","3371","No","No","3371","3371"
386,NA,"West Village Ramble Apartments 1739 B","West Village Ramble Apartments 1739 B","RAMBLE 1739B","4956","L048",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","1739 B Hutchison Drive","Davis","Yolo","CA",NA,"USA","WEST VILLAGE",1475,57,3,0,0,0,16293,0,0,0,0,0,0,0,0,0,0,16293,16293,16293,16293,0,2012,"2012-09-01T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4956",NA,NA,"4956","4956"
387,NA,"West Village Ramble Apartments 301 A","West Village Ramble Apartments 301 A","RAMBLE 301 A","4943","K004",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","301 A North Sage Street","Davis","Yolo","CA",95616,"USA","WEST VILLAGE",1475,57,3,0,0,0,16293,0,0,0,0,0,0,0,0,0,0,16293,16293,16293,16293,0,2011,"2011-09-16T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4943",NA,NA,"4943","4943"
388,NA,"West Village Ramble Apartments 1540 B","West Village Ramble Apartments 1540 B","RAMBLE 1540B","4937","K011",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","1540 B Jade Street","Davis","Yolo","CA",95616,"USA","WEST VILLAGE",1475,57,3,0,0,0,16293,0,0,0,0,0,0,0,0,0,0,16293,16293,16293,16293,0,2011,"2011-09-16T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4937",NA,NA,"4937","4937"
389,NA,"West Village Ramble Apartments 1743 B","West Village Ramble Apartments 1743 B","RAMBLE 1743B","4951","L042",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","1743 B Hutchison Drive","Davis","Yolo","CA",NA,"USA","WEST VILLAGE",1475,57,3,0,0,0,16293,0,0,0,0,0,0,0,0,0,0,16293,16293,16293,16293,0,2012,"2012-09-01T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4951",NA,NA,"4951","4951"
390,NA,"West Village Ramble Apartments 1655 C","West Village Ramble Apartments 1655 C","RAMBLE 1655C","4950","K016",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","1655 C Hutchison Place","Davis","Yolo","CA",95616,"USA","WEST VILLAGE",1475,57,3,0,0,0,16293,0,0,0,0,0,0,0,0,0,0,16293,16293,16293,16293,0,2012,"2012-09-01T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4950",NA,NA,"4950","4950"
391,NA,"West Village Ramble Apartments 1743 D","West Village Ramble Apartments 1743 D","RAMBLE 1743D","4954","L045",NA,NA,"03 - Davis","2 - Non-Inv Affiliate Asset on UC Land","R - Residential","STH - Student Housing","4 - Incombustible Frame","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","XS - Non-Inventoried Structure","X100 - OMP 100% Other Funding","1743 D Hutchison Drive","Davis","Yolo","CA",NA,"USA","WEST VILLAGE",1475,57,3,0,0,0,16293,0,0,0,0,0,0,0,0,0,0,16293,16293,16293,16293,0,2012,"2012-09-01T07:00:00Z",NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4954",NA,NA,"4954","4954"
