"bldgKey","officialName","primaryDisplay","assetNumber","facilitiesCode","ucdhsBldgNum","location","affiliation","category","primaryUse","address","city","county","state","zip","countryCode","addressCode","latitude","longitude","occupied","onOffCampus","cefaName","cefaFireResistConsTypCd","planning","condition","defaultOMPElig","ompEligMethod","ownership","floors","height","footprint","perimeter","basicGross","cuGross","circulation","custodial","mechanical","parking","toilet","nasf","asf","spaceCount","netUsable","structural","outsideGross","relatedGross","maintainedGross","janitorized","constructed","renovated","vacated","demolished","ompEligSummary"
"DV-01-000608","Vet Med Genetics Lab","Vet Med Genetics Lab","4155","H024",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","962 Old Davis Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52521,-121.75578,"1968-01-01","ON-CAMPUS","SVM GEN LAB","4 - Incombustible Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,18,2000,NA,2000,0,263,0,18,0,120,401,1462,3,1863,137,2000,2000,2000,1863,"1968-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000609","Martin Luther King, Jr., Hall","King Hall","4051","C071",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LIB - Library / Study","475 Mrak Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53597,-121.74976,"1968-01-01","ON-CAMPUS","KING","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",3,32,29700,NA,131789,1825,21495,153,4665,0,2190,28503,90050,212,118553,13236,133614,132702,132702,118553,"1968-01-01","2010-01-02",NA,NA,"Official CAMPUS OMP Fall 2014: State 99.5% / Fees 0.0% / Other 0.5%"
"DV-01-000616","Temporary Building 170","Temporary Building 170","4262","E093","305","03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unknown","559 Tercero Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53759,-121.75644,"1969-01-01","ON-CAMPUS","TB 170","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,4,0,0,4,1173,9,1177,125,1302,1302,1302,1177,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000617","Temporary Building 171","Temporary Building 171","4263","E094","306","03 - Davis","C - General Campus & Health Sciences","M - Health Science","OFF - Academic / Administrative Office","561 Tercero Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53759,-121.75659,"1969-01-01","ON-CAMPUS","TB 171","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,4,0,0,4,1195,8,1199,103,1302,1302,1302,1199,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000618","Temporary Building 172","Temporary Building 172","4264","E095","307","03 - Davis","C - General Campus & Health Sciences","M - Health Science","OFF - Academic / Administrative Office","563 Tercero Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53775,-121.75655,"1969-01-01","ON-CAMPUS","TB 172","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,2645,NA,2645,0,72,24,8,0,144,248,2114,10,2362,283,2645,2645,2645,2362,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000621","Vet Med Steel Storage","Vet Med Steel Storage","4217","H247",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","323 Caprine Drive","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.5182,-121.75096,"1969-01-01","ON-CAMPUS","VM STEEL STG","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,2400,NA,0,2400,0,0,0,0,0,0,2000,1,2000,-2000,2400,1200,1200,2000,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000623","Temporary Building 159","Temporary Building 159","4251","N026",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unknown","2830 Hutchison Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53893,-121.78519,"1969-01-01","ON-CAMPUS","TB 159","5 - Wood Frame","P - Permanent","4 - Poor","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,9,952,NA,952,0,0,0,0,0,0,0,931,1,931,21,952,952,952,931,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000624","Temporary Building 160","Temporary Building 160","4252","N027",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unknown","2836 Hutchison Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53894,-121.78538,"1969-01-01","ON-CAMPUS","TB 160","5 - Wood Frame","P - Permanent","4 - Poor","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,1176,NA,1176,0,0,24,0,0,0,24,919,6,943,233,1176,1176,1176,943,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000625","Temporary Building 161","Temporary Building 161","4253","E084",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unknown","131 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53808,-121.75649,"1969-01-01","ON-CAMPUS","TB 161","5 - Wood Frame","R - Relocatable","4 - Poor","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,0,0,0,0,1226,2,1226,76,1302,1302,1302,1226,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000626","Temporary Building 162","Temporary Building 162","4254","E085",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","STR - Storage","125 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53827,-121.75627,"1969-01-01","ON-CAMPUS","TB 162","5 - Wood Frame","I - Interim","4 - Poor","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,0,0,0,0,1222,2,1222,80,1302,1302,1302,1222,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000627","Temporary Building 163","Temporary Building 163","4255","E086",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unknown","127 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53819,-121.75627,"1969-01-01","ON-CAMPUS","TB 163","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,0,0,0,0,1205,5,1205,97,1302,1302,1302,1205,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000628","Temporary Building 164","Temporary Building 164","4256","E087",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","STR - Storage","129 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53816,-121.75649,"1969-01-01","ON-CAMPUS","TB 164","5 - Wood Frame","R - Relocatable","4 - Poor","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,0,0,0,0,1226,2,1226,76,1302,1302,1302,1226,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 50.0% / Fees 0.0% / Other 50.0%"
"DV-01-000629","Temporary Building 165","Temporary Building 165","4257","E088",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unknown","133 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53807,-121.75627,"1969-01-01","ON-CAMPUS","TB 165","5 - Wood Frame","R - Relocatable","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,0,0,0,0,1220,4,1220,82,1302,1302,1302,1220,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000630","Temporary Building 166","Temporary Building 166","4258","E089",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unknown","135 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53799,-121.75622,"1969-01-01","ON-CAMPUS","TB 166","5 - Wood Frame","R - Relocatable","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,0,0,0,0,1220,4,1220,82,1302,1302,1302,1220,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-000631","Temporary Building 167","Temporary Building 167","4259","E090",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","STR - Storage","137 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5379,-121.75617,"1969-01-01","ON-CAMPUS","TB 167","5 - Wood Frame","R - Relocatable","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,0,0,0,0,1220,4,1220,82,1302,1302,1302,1220,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 25.0% / Fees 0.0% / Other 75.0%"
"DV-01-000632","Temporary Building 168","Temporary Building 168","4260","E091",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","OFF - Academic / Administrative Office","555 Tercero Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53768,-121.75614,"1969-01-01","ON-CAMPUS","TB 168","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,2645,NA,2645,0,72,24,8,0,144,248,2114,11,2362,283,2645,2645,2645,2362,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000633","Temporary Building 169","Temporary Building 169","4261","E092",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","OFF - Academic / Administrative Office","557 Tercero Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53758,-121.75629,"1969-01-01","ON-CAMPUS","TB 169","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1302,NA,1302,0,0,0,8,0,0,8,1194,8,1202,100,1302,1302,1302,1202,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000634","William R. Pritchard Veterinary Medical Teaching Hospital","Pritchard VMTH","4267","G040",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","THO - Teaching Hospital / Clinic","1200 Vet Med Mall","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53208,-121.76426,"1969-01-01","ON-CAMPUS","PRITCHARD","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",3,43,38000,NA,84828,1350,15069,0,2691,0,595,18355,57017,233,75372,9456,86178,85503,85503,75372,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000635","Vet Med Teach Hosp Surgical","VMTH Surgical","4268","G041",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","THO - Teaching Hospital / Clinic","1265 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53142,-121.76498,"1969-01-01","ON-CAMPUS","VMTH SURG","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,32,15455,NA,15299,156,296,36,1311,0,156,1799,11542,58,13341,1958,15455,15377,15377,13341,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000636","Vet Med Teach Hosp Ward","VMTH Ward","4269","G042",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","THO - Teaching Hospital / Clinic","1235 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53156,-121.7644,"1969-01-01","ON-CAMPUS","VMTH WARD","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,32,19810,NA,19810,0,0,0,1104,0,0,1104,16430,74,17534,2276,19810,19810,19810,17534,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000637","Vet Med Teach Hospital Holding","VMTH Holding","4270","G043",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","THO - Teaching Hospital / Clinic","1335 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"1969-01-01","ON-CAMPUS","VMTH HOLD","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,32,10880,NA,2880,8000,1900,0,0,0,0,1900,8955,21,10855,-7975,10880,6880,6880,10855,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000638","VMTH Isolation","VMTH Isolation","4271","G044",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","THO - Teaching Hospital / Clinic","1315 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"1969-01-01","ON-CAMPUS","VMTH ISOL","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,11,2280,NA,2280,0,0,0,0,0,0,0,1936,16,1936,344,2280,2280,2280,1936,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000639","Vet Med Teach Feed","VMTH Feed","4272","G045",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","THO - Teaching Hospital / Clinic","1215 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"1969-01-01","ON-CAMPUS","VMTH FEED","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,20,14000,NA,14000,0,0,0,0,0,0,0,13725,2,13725,275,14000,14000,14000,13725,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000640","Temporary Building 175","Temporary Building 175","4276","E097",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unknown","613 Tercero Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53824,-121.75684,"1969-01-01","ON-CAMPUS","TB 175","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,952,NA,952,0,0,0,0,0,0,0,832,16,832,120,952,952,952,832,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000641","Clark Kerr Hall","Kerr Hall","4302","B043",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","200 California Avenue","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54156,-121.752,"1969-01-01","ON-CAMPUS","KERR","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",7,80,8700,NA,64452,0,13262,364,10119,0,1294,25039,32018,193,57057,7395,64452,64452,64452,57057,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000643","Harry R. Wellman Hall","Wellman Hall","4050","B042",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","CLS - Classroom","197 West Quad","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54134,-121.75139,"1969-01-01","ON-CAMPUS","WELLMN","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",3,34,17800,NA,43333,6473,8708,125,222,0,1212,10267,29179,52,39446,3887,49806,46570,46570,39446,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 98.8% / Fees 1.2% / Other 0.0%"
"DV-01-000644","Arboretum Boat House","Arboretum Boat House","4311","G046",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","STR - Storage","725 Putah Creek Lodge Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53005,-121.75966,"1969-01-01","ON-CAMPUS","ARB BOAT","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,462,NA,0,462,0,0,0,0,0,0,410,1,410,-410,462,231,231,410,"1969-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000647","Temporary Building 190","Temporary Building 190","4321","C087",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","400 Crocker Lane","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53578,-121.75181,"1970-01-01","ON-CAMPUS","TB 190","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,16,1650,NA,1306,0,0,0,0,0,0,0,1211,7,1211,95,1306,1306,1306,1211,"1970-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000648","Temporary Building 177","Temporary Building 177","4304","S016",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","SPC - Special Use","4325 Simian Lane","Davis","Yolo","CA","95616-5270","USA","COUNTY ROAD 98",38.53882,-121.80795,"1970-01-01","ON-CAMPUS","TB 177","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,900,NA,900,0,30,0,0,0,0,30,868,6,898,2,900,900,900,898,"1970-01-01","2004-01-01",NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-000649","Temporary Building 179","Temporary Building 179","4306","F127",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","GEN - General Academic / Administrative Use","1225 Extension Center Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53971,-121.76451,"1970-01-01","ON-CAMPUS","TB 179","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,12,2460,NA,2460,0,81,0,0,0,0,81,2260,4,2341,119,2460,2460,2460,2341,"1970-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
